realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat
212.0496575,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,91,2,1.551340998,0.967384453,331.3758957,7.341779876,881.7688245,19.21160352,12.5028,41.91483
216.4917121,Entire home/apt,FALSE,FALSE,3,TRUE,0,0,10,96,1,1.601241767,0.64476094,654.3369173,14.49712449,1081.422185,23.5615659,12.497,41.887
219.0634279,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,97,1,5.311414362,0.798266665,268.8200375,5.955827106,624.8788614,13.61459444,12.44,41.912
184.4621607,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,9,90,2,0.58735763,0.186123543,475.4778347,10.53442222,1083.528094,23.60744853,12.505,41.896
126.7154513,Private room,FALSE,TRUE,4,FALSE,0,1,10,94,1,1.22220207,0.379066991,543.8435321,12.04909455,1067.108107,23.24969687,12.50204,41.88987
126.7154513,Private room,FALSE,TRUE,4,FALSE,0,1,10,93,1,1.021249947,0.357134996,553.8580248,12.27097008,1147.410841,24.99929861,12.50197,41.89168
126.7154513,Private room,FALSE,TRUE,3,FALSE,0,1,9,95,1,0.990447316,0.336376363,558.2847815,12.36904684,1175.550608,25.61239589,12.50185,41.89196
126.7154513,Private room,FALSE,TRUE,4,FALSE,0,1,10,94,1,0.286608126,0.313184842,605.9673228,13.42547468,1426.38466,31.07746134,12.50032,41.89873
126.7154513,Private room,FALSE,TRUE,3,FALSE,0,1,10,95,1,0.304231453,0.332273982,615.7557636,13.64234192,1400.366391,30.51058638,12.50028,41.89856
103.8038015,Private room,FALSE,TRUE,2,FALSE,0,1,9,93,1,3.528424946,0.46113265,596.7258445,13.22072563,1451.076242,31.61543103,12.46017,41.90543
126.7154513,Private room,FALSE,TRUE,3,FALSE,1,0,9,91,1,3.07084206,0.776054613,183.8365497,4.072980258,528.4492514,11.51362718,12.538,41.908
190.073177,Private room,FALSE,TRUE,2,FALSE,1,0,9,82,1,0.816791333,0.6258904,463.4966098,10.26897287,1339.19031,29.17770799,12.49816,41.90756
184.2283684,Private room,FALSE,TRUE,2,FALSE,1,0,10,84,1,0.892088952,0.642215926,476.1562091,10.5494519,1251.686976,27.27122262,12.497,41.90788
293.8769785,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,10,100,2,1.126911244,0.809969135,435.9854983,9.659451997,1156.462422,25.19651062,12.49734,41.91033
239.6371543,Entire home/apt,FALSE,FALSE,3,TRUE,0,0,10,98,1,2.921004814,1.370759958,689.5098845,15.27639717,1758.578324,38.31515539,12.46714,41.899
87.43833727,Private room,FALSE,TRUE,2,FALSE,0,1,9,90,1,0.23219918,0.284331326,575.5182126,12.75086114,1416.731456,30.86714146,12.501,41.899
149.8608936,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,10,93,1,6.068886771,0.300394398,121.5122173,2.692157044,393.1515206,8.565817853,12.5557,41.8636
207.6076029,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,10,96,2,1.789178932,0.848885371,280.3137013,6.210474322,758.9826556,16.53639078,12.50878,41.91622
195.9179856,Private room,FALSE,TRUE,4,FALSE,0,1,6,40,1,2.347513016,0.17625944,213.4796659,4.729736639,593.0498851,12.92111826,12.52793,41.90973
161.5505108,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,2.202688856,0.65862358,242.4075262,5.370646209,659.8969871,14.37755445,12.513,41.919
170.6684123,Entire home/apt,FALSE,FALSE,3,TRUE,1,0,10,97,1,2.415932697,0.532236656,222.5471076,4.93062983,598.7885056,13.04614888,12.52946,41.89315
230.5192528,Entire home/apt,FALSE,FALSE,2,TRUE,1,0,9,97,1,2.932603381,1.364274066,684.7148364,15.17016075,1743.58494,37.98848592,12.467,41.899
172.7725434,Private room,FALSE,TRUE,3,FALSE,0,1,6,60,1,2.391007668,0.145173058,211.482535,4.685489317,584.197494,12.72824614,12.5285,41.90974
126.7154513,Private room,FALSE,TRUE,2,FALSE,0,1,10,80,1,2.449128026,0.147374161,209.2280227,4.635539599,571.8622171,12.45949038,12.5294,41.90951
265.12052,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,1.195420322,0.811683736,481.1513528,10.66012153,1158.444759,25.23970092,12.49443,41.90991
225.8434059,Entire home/apt,FALSE,FALSE,6,FALSE,0,0,10,96,2,2.075787132,0.257030177,310.8352952,6.886693766,799.6973352,17.42346488,12.513,41.884
308.8396886,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,8,71,1,2.05778876,1.126869975,1169.169487,25.90346831,1988.985867,43.33517679,12.478,41.897
92.11418418,Private room,FALSE,TRUE,2,FALSE,1,0,10,95,1,1.195966111,0.132506241,411.2594407,9.111635231,954.1258096,20.78808669,12.508,41.891
297.1500713,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,10,87,1,2.430458706,0.960333072,860.3804644,19.06211062,1949.468472,42.47418861,12.473,41.902
210.8806958,Private room,FALSE,TRUE,2,FALSE,0,1,10,93,4,0.683057619,0.124541715,636.7186007,14.10678287,1488.544237,32.43176774,12.49441,41.90275
343.4409557,Private room,FALSE,TRUE,4,FALSE,1,0,8,80,1,1.408102884,0.259588195,778.9362504,17.25767795,1631.910819,35.55537775,12.4863,41.9052
373.6001683,Private room,FALSE,TRUE,3,FALSE,0,1,9,86,1,1.288453697,0.465908301,571.2031894,12.65525989,1373.358073,29.92214065,12.49,41.908
131.3912982,Private room,FALSE,TRUE,3,FALSE,1,0,10,99,1,3.456442052,0.48928082,184.5475094,4.088731886,525.4063779,11.44733034,12.51653,41.9301
112.9217029,Private room,FALSE,TRUE,2,FALSE,1,0,9,91,1,2.649976132,0.472415956,275.4623118,6.102989638,695.0818469,15.14414718,12.51189,41.87813
217.8944661,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,10,98,1,4.525190094,0.280811197,463.8007202,10.27571057,864.0731672,18.82605808,12.448,41.905
145.1850466,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,4.421293612,1.778960412,247.8503992,5.491235473,615.8548999,13.41798421,12.46243,41.92732
213.2186192,Entire home/apt,FALSE,FALSE,5,TRUE,1,0,9,93,2,5.3098629,3.096251097,182.1315876,4.035206066,500.0839498,10.89561607,12.46437,41.9394
184.4621607,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,96,1,1.142567898,0.71985974,340.5954252,7.546042639,902.2035781,19.65682723,12.51323,41.89467
172.7725434,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,92,2,3.117266628,0.60363493,416.9868356,9.238528203,1159.529765,25.26334056,12.47749,41.87977
132.56026,Private room,FALSE,TRUE,2,FALSE,0,1,9,88,1,1.038552609,0.735892449,438.2188179,9.708932183,1223.977714,26.66750504,12.4978,41.90961
184.4621607,Private room,FALSE,TRUE,2,FALSE,0,1,10,95,1,1.895774831,1.06294976,1145.121393,25.37067212,1854.082091,40.39595077,12.48,41.897
134.8981834,Private room,FALSE,TRUE,2,FALSE,0,1,9,80,1,0.209480194,0.216841639,482.6778663,10.69394211,1280.861686,27.90686879,12.50267,41.90273
162.2518879,Private room,FALSE,TRUE,4,FALSE,1,0,9,87,1,1.158997929,0.043596938,436.7091962,9.675485845,1019.579794,22.21417022,12.50661,41.89096
112.9217029,Private room,FALSE,TRUE,3,FALSE,0,1,9,89,1,1.025432026,0.709020765,434.0120653,9.615729714,1266.792408,27.60033336,12.49815,41.90958
201.7627943,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,89,1,2.680996792,0.641624941,588.9971184,13.04949228,1469.795066,32.02326878,12.471,41.907
305.5665957,Entire home/apt,FALSE,FALSE,6,TRUE,0,0,10,99,2,3.831007079,1.389023101,281.4209306,6.235005478,701.3918025,15.28162581,12.468,41.924
194.7490239,Entire home/apt,FALSE,FALSE,3,TRUE,0,0,9,95,1,4.183173166,0.583121903,361.3933155,8.006829119,905.3448453,19.72526782,12.455,41.914
251.3267716,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,9,91,2,2.502101228,1.074458367,903.6413027,20.02057367,2036.934137,44.37985327,12.4721,41.90114
357.2347041,Private room,FALSE,TRUE,2,FALSE,0,1,9,84,1,1.359542696,0.575226893,546.5979045,12.11011889,1389.457535,30.27290888,12.49,41.909
139.340238,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,10,92,2,5.46500873,1.202218338,124.1540247,2.750687458,354.031065,7.71347803,12.54182,41.9402
117.5975499,Private room,FALSE,TRUE,3,FALSE,1,0,9,89,1,1.376443082,0.179655067,428.8251527,9.500811366,973.2526571,21.2048143,12.507,41.889
194.7490239,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,10,99,2,1.376280026,1.14065514,292.6534346,6.483866584,783.5198692,17.07099714,12.518,41.897
207.6076029,Entire home/apt,FALSE,FALSE,3,TRUE,0,1,9,89,0,2.677964707,1.289683538,831.3210166,18.41828567,2364.551103,51.51783217,12.47,41.9
184.4621607,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,95,2,4.678177569,0.900002274,344.2718651,7.627495795,754.4824308,16.4383418,12.44641,41.89511
184.4621607,Entire home/apt,FALSE,FALSE,5,TRUE,0,1,10,93,2,4.22863044,0.361716313,261.1719159,5.78637958,706.1640352,15.38560118,12.479,41.867
230.5192528,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,100,2,2.864071775,0.503450599,191.1058232,4.234034236,534.4995455,11.64544841,12.535,41.909
134.8981834,Private room,FALSE,TRUE,4,FALSE,1,0,9,80,1,3.423715071,0.098461441,209.9591549,4.651738157,592.8778642,12.91737035,12.52259,41.87406
147.5229701,Private room,FALSE,TRUE,4,FALSE,1,0,9,82,1,3.5580852,0.255683577,203.3655307,4.50565349,567.885781,12.37285348,12.52242,41.87261
227.0123676,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,94,1,2.309706872,0.600085028,649.0295207,14.37953676,1603.000925,34.9255013,12.47577,41.90728
138.4050686,Private room,FALSE,TRUE,2,FALSE,1,0,10,97,1,3.874896133,1.294306323,332.3273338,7.362859409,910.5279426,19.83819494,12.467,41.878
322.633437,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,10,83,1,3.682871115,0.482171169,292.44887,6.479334365,825.8361105,17.99296538,12.483,41.871
161.5505108,Private room,FALSE,TRUE,3,FALSE,0,1,10,92,0,0.670902495,0.110729388,649.3718361,14.38712091,1618.116809,35.25483973,12.49437,41.90223
184.4621607,Private room,FALSE,TRUE,2,FALSE,0,1,10,94,1,1.895783387,1.06296082,1145.122096,25.3706877,1854.085383,40.3960225,12.48,41.897
373.6001683,Private room,FALSE,TRUE,2,FALSE,0,1,9,93,1,1.359542613,0.575215245,546.6011461,12.11019071,1389.461381,30.27299267,12.49,41.909
230.5192528,Private room,FALSE,TRUE,2,FALSE,0,1,10,94,1,1.895753706,1.062926644,1145.121124,25.37066615,1854.070443,40.39569699,12.48,41.897
184.4621607,Private room,FALSE,TRUE,2,FALSE,0,1,10,93,1,1.895763737,1.062939499,1145.121909,25.37068356,1854.074394,40.39578308,12.48,41.897
322.633437,Private room,FALSE,TRUE,4,FALSE,0,1,10,100,1,1.895762148,1.062932317,1145.119986,25.37064096,1854.078094,40.39586369,12.48,41.897
156.8746639,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,93,2,4.297840361,0.894937609,221.701998,4.911906052,596.2618619,12.99109945,12.49281,41.86283
167.1615271,Entire home/apt,FALSE,FALSE,5,FALSE,1,0,9,89,2,2.754916711,1.564459157,739.1421576,16.37602218,2045.320871,44.56257985,12.46957,41.89651
105.9079326,Private room,FALSE,TRUE,3,TRUE,0,1,9,92,1,2.612003509,0.311845378,214.8561004,4.760232155,610.7315841,13.30635959,12.53057,41.89062
449.3488883,Entire home/apt,FALSE,FALSE,5,TRUE,0,1,10,98,2,2.457803128,1.106534833,1164.473337,25.79942303,2330.474858,50.77539345,12.47265,41.9001
105.9079326,Private room,FALSE,TRUE,3,FALSE,0,1,10,94,1,2.622037877,0.296406287,214.5795183,4.754104356,614.1676252,13.38122259,12.53058,41.89043
136.0671452,Private room,FALSE,TRUE,2,FALSE,1,0,10,99,1,5.275190036,0.441859834,136.4527187,3.023170477,404.3163739,8.809072921,12.5478,41.86776
136.0671452,Private room,FALSE,TRUE,2,FALSE,1,0,10,95,1,5.36203616,0.308182912,135.2217007,2.995896725,406.0333635,8.846481958,12.54764,41.86653
201.7627943,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,93,0,2.884203894,1.39716323,572.9163015,12.69321465,1950.28597,42.49199992,12.47234,41.88765
180.9552755,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,93,1,4.661002068,2.236714761,222.594324,4.931675929,558.8808419,12.17665771,12.46404,41.93163
484.1839478,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,10,97,2,2.162406865,0.442608056,658.434743,14.58791363,1580.450072,34.43417292,12.478,41.908
288.2659622,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,10,94,2,4.602152031,2.190546128,225.7248553,5.001034238,567.7522442,12.36994404,12.46452,41.93124
541.6968648,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,9,80,2,2.482974142,1.357618549,969.7438371,21.48510462,2370.30886,51.64327972,12.47282,41.89684
136.0671452,Private room,FALSE,TRUE,2,FALSE,1,0,8,93,1,1.5549427,1.118597455,393.0628438,8.708481558,954.0992904,20.7875089,12.49739,41.91439
129.2871671,Private room,FALSE,TRUE,2,FALSE,0,1,9,92,1,1.287669411,0.84648529,486.1127276,10.77004298,1125.452731,24.52088468,12.49377,41.91058
133.7292217,Private room,FALSE,TRUE,2,FALSE,0,1,10,96,1,4.010429773,0.217879364,468.8837793,10.388328,1141.132097,24.86250003,12.45554,41.91014
311.177612,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,98,1,3.124153824,1.93951834,540.3475661,11.97163988,1985.407117,43.2572045,12.467,41.891
207.6076029,Private room,FALSE,TRUE,2,FALSE,1,0,10,97,1,2.847829181,0.630574227,193.6894143,4.291274841,539.4931151,11.75424617,12.53545,41.90735
138.1712763,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,10,90,0,1.173366438,0.792648772,331.9662719,7.354859922,913.8891899,19.91142836,12.514,41.895
247.8198864,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,94,1,4.169713259,1.541089807,302.4996074,6.702012908,814.1727141,17.73884827,12.46377,41.87674
165.9925654,Private room,FALSE,TRUE,3,FALSE,0,1,10,90,1,2.377124323,0.320051457,265.5992257,5.884468591,720.6845053,15.701967,12.518,41.883
149.8608936,Private room,FALSE,TRUE,2,FALSE,0,1,10,93,1,2.377126817,0.320072316,265.598104,5.884443741,720.6830878,15.70193611,12.518,41.883
167.1615271,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,9,84,1,2.344301035,0.956482884,1024.517444,22.69863817,2093.42403,45.610631,12.474,41.901
92.11418418,Private room,FALSE,TRUE,2,TRUE,0,0,10,97,1,4.582886938,2.270320688,222.2470353,4.923981595,570.6270454,12.43257898,12.466,41.932
131.3912982,Private room,FALSE,TRUE,2,FALSE,0,1,10,93,1,2.377117906,0.320073808,265.5986531,5.884455906,720.6853684,15.7019858,12.518,41.883
95.62106937,Private room,FALSE,TRUE,2,TRUE,0,1,10,97,1,3.205568459,0.531511929,184.5300092,4.088344161,520.3551068,11.3372754,12.539,41.892
193.5800622,Private room,FALSE,TRUE,2,FALSE,0,0,8,71,1,0.336501638,0.386505355,422.7329388,9.365835667,1132.092075,24.66553988,12.50527,41.90289
305.5665957,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,88,2,2.513443341,1.515511707,799.7827768,17.71954198,2260.152487,49.24323959,12.473,41.895
124.6113202,Private room,FALSE,TRUE,3,FALSE,1,0,9,89,1,0.428040951,0.136004992,621.122968,13.76125472,1499.095434,32.66165271,12.49721,41.9017
184.4621607,Private room,FALSE,TRUE,2,FALSE,0,1,10,94,1,1.89576271,1.062933429,1145.120167,25.37064496,1854.077985,40.39586132,12.48,41.897
472.7281229,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,97,2,1.471573266,0.420414848,604.5436873,13.3939334,1421.202348,30.96455133,12.48744,41.90816
82.9962827,Private room,FALSE,TRUE,2,FALSE,1,0,10,94,1,5.6128032,0.254636358,187.1449518,4.146279374,525.5734419,11.45097026,12.477,41.854
475.0660463,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,10,93,2,2.658309373,1.642299758,679.947481,15.06453788,1990.336324,43.36459997,12.472,41.893
178.8511444,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,99,2,4.148585911,1.110989152,285.410961,6.32340637,792.0446979,17.25673247,12.46953,41.87264
124.6113202,Private room,FALSE,TRUE,2,FALSE,0,0,10,94,1,4.298071672,0.362862513,509.9483308,11.29813134,1015.954021,22.13517342,12.45154,41.90875
253.664695,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,97,1,4.868714365,1.6478678,234.6150473,5.198000384,639.6493485,13.93640752,12.46356,41.86793
183.293199,Private room,FALSE,TRUE,2,TRUE,1,0,10,91,1,1.391906503,0.493447745,579.3919927,12.83668646,1391.190744,30.31067131,12.48877,41.90833
119.9354733,Private room,FALSE,TRUE,2,TRUE,0,0,10,96,1,0.486946815,0.292188117,472.286143,10.46370887,1076.84755,23.4618957,12.505,41.897
172.7725434,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,95,1,2.353794513,0.731299756,333.451803,7.387772522,780.2946277,17.00072695,12.50581,41.87985
